alpha_code_3,region,industry,date,percent_of_baseline,version
,North America,Manufacturing,2020-03-24,92,1.1
,North America,Minerals & Mining,2020-03-24,86,1.1
,North America,Media & Internet,2020-03-24,78,1.1
,North America,Education,2020-03-24,36,1.1
,North America,Government,2020-03-24,72,1.1
,North America,Healthcare Services & Hospitals,2020-03-24,77,1.1
,North America,Telecommunications,2020-03-24,89,1.1
,North America,Freight & Logistics Services,2020-03-24,93,1.1
,North America,Real Estate,2020-03-24,84,1.1
,North America,Hospitality,2020-03-24,67,1.1
CAN,,Agriculture,2020-04-06,101,1.1
CAN,,Organizations,2020-04-06,76,1.1
CAN,,Real Estate,2020-04-06,105,1.1
CAN,,Energy & Utilities,2020-04-06,89,1.1
CAN,,Business Services,2020-04-06,90,1.1
CAN,,Retail,2020-04-06,82,1.1
CAN,,Education,2020-04-06,50,1.1
CAN,,Hospitality,2020-04-06,84,1.1
CAN,,Consumer Services,2020-04-06,56.000000000000007,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-04-06,102,1.1
CAN,,Telecommunications,2020-04-06,80,1.1
CAN,,Minerals & Mining,2020-04-06,80,1.1
CAN,,Manufacturing,2020-04-06,75,1.1
CAN,,Construction,2020-04-06,84,1.1
CAN,,Transportation (non-freight),2020-04-06,78,1.1
CAN,,Government,2020-04-06,78,1.1
USA,,Government,2020-04-06,83,1.1
USA,,Healthcare Services & Hospitals,2020-04-06,75,1.1
USA,,Hospitality,2020-04-06,70,1.1
USA,,Finance,2020-04-06,102,1.1
USA,,Business Services,2020-04-06,84,1.1
USA,,Real Estate,2020-04-06,85,1.1
USA,,Retail,2020-04-06,77,1.1
USA,,Education,2020-04-06,35,1.1
USA,,Construction,2020-04-06,82,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-04-06,95,1.1
USA,,Minerals & Mining,2020-04-06,78,1.1
USA,,Freight & Logistics Services,2020-04-06,87,1.1
USA,,Transportation (non-freight),2020-04-06,46,1.1
USA,,Manufacturing,2020-04-06,88,1.1
USA,,Insurance,2020-04-06,44,1.1
USA,,Media & Internet,2020-04-06,61,1.1
USA,,Consumer Services,2020-04-06,70,1.1
USA,,Energy & Utilities,2020-04-06,91,1.1
USA,,Telecommunications,2020-04-06,92,1.1
USA,,Holding Companies & Conglomerates,2020-04-06,69,1.1
USA,,Agriculture,2020-04-06,94,1.1
,Europe,Software,2020-04-06,50,1.1
,Europe,Business Services,2020-04-06,61,1.1
,Europe,Manufacturing,2020-04-06,41,1.1
,Australia,Software,2020-04-06,126,1.1
,Australia,Business Services,2020-04-06,115.99999999999999,1.1
,Australia,Construction,2020-04-06,106,1.1
,Australia,Minerals & Mining,2020-04-06,92,1.1
,Australia,Manufacturing,2020-04-06,91,1.1
,North America,Education,2020-04-06,38,1.1
,North America,Consumer Services,2020-04-06,69,1.1
,North America,Business Services,2020-04-06,85,1.1
,North America,Government,2020-04-06,82,1.1
,North America,Retail,2020-04-06,77,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-04-06,97,1.1
,North America,Minerals & Mining,2020-04-06,79,1.1
,North America,Finance,2020-04-06,96,1.1
,North America,Freight & Logistics Services,2020-04-06,92,1.1
,North America,Hospitality,2020-04-06,66,1.1
,North America,Manufacturing,2020-04-06,89,1.1
,North America,Transportation (non-freight),2020-04-06,50,1.1
,North America,Telecommunications,2020-04-06,89,1.1
,North America,Healthcare Services & Hospitals,2020-04-06,75,1.1
,North America,Agriculture,2020-04-06,95,1.1
,North America,Insurance,2020-04-06,48,1.1
,North America,Media & Internet,2020-04-06,76,1.1
,North America,Construction,2020-04-06,82,1.1
,North America,Real Estate,2020-04-06,89,1.1
,North America,Energy & Utilities,2020-04-06,91,1.1
,South America,Transportation (non-freight),2020-04-06,13,1.1
CAN,,Education,2020-07-02,63,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-07-02,108,1.1
CAN,,Minerals & Mining,2020-07-02,86,1.1
CAN,,Business Services,2020-07-02,102,1.1
CAN,,Energy & Utilities,2020-07-02,83,1.1
CAN,,Organizations,2020-07-02,90,1.1
CAN,,Finance,2020-07-02,82,1.1
CAN,,Agriculture,2020-07-02,117,1.1
CAN,,Telecommunications,2020-07-02,87,1.1
CAN,,Consumer Services,2020-07-02,69,1.1
CAN,,Real Estate,2020-07-02,96,1.1
CAN,,Transportation (non-freight),2020-07-02,80,1.1
CAN,,Retail,2020-07-02,95,1.1
CAN,,Hospitality,2020-07-02,114.99999999999999,1.1
CAN,,Construction,2020-07-02,126,1.1
CAN,,Government,2020-07-02,96,1.1
CAN,,Manufacturing,2020-07-02,97,1.1
USA,,Government,2020-07-02,81,1.1
USA,,Construction,2020-07-02,90,1.1
USA,,Minerals & Mining,2020-07-02,84,1.1
USA,,Healthcare Services & Hospitals,2020-07-02,84,1.1
USA,,Energy & Utilities,2020-07-02,78,1.1
USA,,Agriculture,2020-07-02,106,1.1
USA,,Manufacturing,2020-07-02,95,1.1
USA,,Education,2020-07-02,46,1.1
USA,,Insurance,2020-07-02,64,1.1
USA,,Media & Internet,2020-07-02,61,1.1
USA,,Telecommunications,2020-07-02,94,1.1
USA,,Freight & Logistics Services,2020-07-02,96,1.1
USA,,Hospitality,2020-07-02,83,1.1
USA,,Retail,2020-07-02,94,1.1
USA,,Consumer Services,2020-07-02,87,1.1
USA,,Business Services,2020-07-02,90,1.1
USA,,Holding Companies & Conglomerates,2020-07-02,91,1.1
USA,,Real Estate,2020-07-02,94,1.1
USA,,Finance,2020-07-02,99,1.1
USA,,Transportation (non-freight),2020-07-02,50,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-07-02,101,1.1
,Europe,Business Services,2020-07-02,148,1.1
,Europe,Organizations,2020-07-02,84,1.1
,Europe,Manufacturing,2020-07-02,94,1.1
,Europe,Retail,2020-07-02,101,1.1
,Europe,Software,2020-07-02,82,1.1
,Europe,Transportation (non-freight),2020-07-02,68,1.1
,Australia,Minerals & Mining,2020-07-02,74,1.1
,Australia,Construction,2020-07-02,100,1.1
,Australia,Software,2020-07-02,142,1.1
,Australia,Business Services,2020-07-02,137,1.1
,Australia,Manufacturing,2020-07-02,72,1.1
,North America,Hospitality,2020-07-02,83,1.1
,North America,Manufacturing,2020-07-02,98,1.1
,North America,Business Services,2020-07-02,92,1.1
,North America,Retail,2020-07-02,94,1.1
,North America,Government,2020-07-02,85,1.1
,North America,Telecommunications,2020-07-02,92,1.1
,North America,Healthcare Services & Hospitals,2020-07-02,84,1.1
,North America,Holding Companies & Conglomerates,2020-07-02,89,1.1
,North America,Insurance,2020-07-02,66,1.1
,North America,Finance,2020-07-02,95,1.1
,North America,Construction,2020-07-02,94,1.1
,North America,Freight & Logistics Services,2020-07-02,99,1.1
,North America,Energy & Utilities,2020-07-02,79,1.1
,North America,Education,2020-07-02,49,1.1
,North America,Minerals & Mining,2020-07-02,84,1.1
,North America,Media & Internet,2020-07-02,82,1.1
,North America,Transportation (non-freight),2020-07-02,54,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-07-02,103,1.1
,North America,Agriculture,2020-07-02,107,1.1
,North America,Consumer Services,2020-07-02,86,1.1
,North America,Real Estate,2020-07-02,95,1.1
,South America,Transportation (non-freight),2020-07-02,23,1.1
CAN,,Hospitality,2020-08-19,124,1.1
CAN,,Retail,2020-08-19,103,1.1
CAN,,Consumer Services,2020-08-19,77,1.1
CAN,,Finance,2020-08-19,86,1.1
CAN,,Real Estate,2020-08-19,105,1.1
CAN,,Business Services,2020-08-19,107,1.1
CAN,,Transportation (non-freight),2020-08-19,87,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-08-19,108,1.1
CAN,,Manufacturing,2020-08-19,108,1.1
CAN,,Construction,2020-08-19,148,1.1
CAN,,Organizations,2020-08-19,117,1.1
CAN,,Minerals & Mining,2020-08-19,94,1.1
CAN,,Education,2020-08-19,90,1.1
CAN,,Agriculture,2020-08-19,112.99999999999999,1.1
CAN,,Telecommunications,2020-08-19,86,1.1
CAN,,Energy & Utilities,2020-08-19,92,1.1
CAN,,Government,2020-08-19,108,1.1
USA,,Media & Internet,2020-08-19,69,1.1
USA,,Government,2020-08-19,99,1.1
USA,,Retail,2020-08-19,97,1.1
USA,,Energy & Utilities,2020-08-19,95,1.1
USA,,Construction,2020-08-19,103,1.1
USA,,Consumer Services,2020-08-19,88,1.1
USA,,Insurance,2020-08-19,71,1.1
USA,,Agriculture,2020-08-19,110.00000000000001,1.1
USA,,Holding Companies & Conglomerates,2020-08-19,112.00000000000001,1.1
USA,,Transportation (non-freight),2020-08-19,56.000000000000007,1.1
USA,,Finance,2020-08-19,104,1.1
USA,,Freight & Logistics Services,2020-08-19,99,1.1
USA,,Telecommunications,2020-08-19,108,1.1
USA,,Hospitality,2020-08-19,88,1.1
USA,,Minerals & Mining,2020-08-19,93,1.1
USA,,Real Estate,2020-08-19,97,1.1
USA,,Healthcare Services & Hospitals,2020-08-19,84,1.1
USA,,Education,2020-08-19,77,1.1
USA,,Business Services,2020-08-19,96,1.1
USA,,Manufacturing,2020-08-19,99,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-08-19,103,1.1
,Europe,Freight & Logistics Services,2020-08-19,170,1.1
,Europe,Retail,2020-08-19,95,1.1
,Europe,Organizations,2020-08-19,79,1.1
,Europe,Software,2020-08-19,102,1.1
,Europe,Manufacturing,2020-08-19,83,1.1
,Europe,Business Services,2020-08-19,153,1.1
,Australia,Minerals & Mining,2020-08-19,79,1.1
,Australia,Software,2020-08-19,86,1.1
,Australia,Construction,2020-08-19,94,1.1
,Australia,Telecommunications,2020-08-19,106,1.1
,Australia,Manufacturing,2020-08-19,68,1.1
,North America,Insurance,2020-08-19,72,1.1
,North America,Business Services,2020-08-19,97,1.1
,North America,Education,2020-08-19,80,1.1
,North America,Agriculture,2020-08-19,110.00000000000001,1.1
,North America,Energy & Utilities,2020-08-19,94,1.1
,North America,Government,2020-08-19,101,1.1
,North America,Minerals & Mining,2020-08-19,92,1.1
,North America,Consumer Services,2020-08-19,87,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-08-19,105,1.1
,North America,Transportation (non-freight),2020-08-19,60,1.1
,North America,Manufacturing,2020-08-19,102,1.1
,North America,Media & Internet,2020-08-19,85,1.1
,North America,Finance,2020-08-19,100,1.1
,North America,Freight & Logistics Services,2020-08-19,101,1.1
,North America,Holding Companies & Conglomerates,2020-08-19,102,1.1
,North America,Real Estate,2020-08-19,98,1.1
,North America,Retail,2020-08-19,98,1.1
,North America,Healthcare Services & Hospitals,2020-08-19,84,1.1
,North America,Construction,2020-08-19,107,1.1
,North America,Telecommunications,2020-08-19,103,1.1
,North America,Hospitality,2020-08-19,91,1.1
,Europe,Business Services,2020-08-21,156,1.1
,Europe,Organizations,2020-08-21,86,1.1
,Europe,Software,2020-08-21,109.00000000000001,1.1
,Europe,Manufacturing,2020-08-21,83,1.1
,Europe,Freight & Logistics Services,2020-08-21,174,1.1
,Australia,Business Services,2020-08-21,120,1.1
,Australia,Construction,2020-08-21,103,1.1
,Australia,Minerals & Mining,2020-08-21,76,1.1
,Australia,Software,2020-08-21,86,1.1
,Australia,Manufacturing,2020-08-21,76,1.1
,North America,Construction,2020-08-21,100,1.1
,North America,Manufacturing,2020-08-21,100,1.1
,North America,Freight & Logistics Services,2020-08-21,101,1.1
,North America,Telecommunications,2020-08-21,97,1.1
,North America,Holding Companies & Conglomerates,2020-08-21,99,1.1
,North America,Real Estate,2020-08-21,95,1.1
,North America,Energy & Utilities,2020-08-21,87,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-08-21,100,1.1
,North America,Hospitality,2020-08-21,91,1.1
,North America,Retail,2020-08-21,95,1.1
,North America,Business Services,2020-08-21,95,1.1
,North America,Education,2020-08-21,80,1.1
,North America,Government,2020-08-21,96,1.1
,North America,Finance,2020-08-21,99,1.1
,North America,Media & Internet,2020-08-21,84,1.1
,North America,Consumer Services,2020-08-21,86,1.1
,North America,Agriculture,2020-08-21,111.00000000000001,1.1
,North America,Minerals & Mining,2020-08-21,89,1.1
,North America,Healthcare Services & Hospitals,2020-08-21,84,1.1
,North America,Transportation (non-freight),2020-08-21,59,1.1
,North America,Insurance,2020-08-21,73,1.1
,South America,Transportation (non-freight),2020-08-21,27,1.1
CAN,,Finance,2020-08-21,85,1.1
CAN,,Retail,2020-08-21,102,1.1
CAN,,Government,2020-08-21,102,1.1
CAN,,Manufacturing,2020-08-21,106,1.1
CAN,,Organizations,2020-08-21,112.99999999999999,1.1
CAN,,Telecommunications,2020-08-21,86,1.1
CAN,,Education,2020-08-21,81,1.1
CAN,,Minerals & Mining,2020-08-21,91,1.1
CAN,,Transportation (non-freight),2020-08-21,84,1.1
CAN,,Hospitality,2020-08-21,123,1.1
CAN,,Construction,2020-08-21,140,1.1
CAN,,Consumer Services,2020-08-21,74,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-08-21,104,1.1
CAN,,Agriculture,2020-08-21,110.00000000000001,1.1
CAN,,Energy & Utilities,2020-08-21,87,1.1
CAN,,Business Services,2020-08-21,100,1.1
CAN,,Real Estate,2020-08-21,99,1.1
USA,,Real Estate,2020-08-21,94,1.1
USA,,Telecommunications,2020-08-21,100,1.1
USA,,Government,2020-08-21,94,1.1
USA,,Insurance,2020-08-21,72,1.1
USA,,Retail,2020-08-21,95,1.1
USA,,Agriculture,2020-08-21,112.00000000000001,1.1
USA,,Hospitality,2020-08-21,87,1.1
USA,,Minerals & Mining,2020-08-21,91,1.1
USA,,Energy & Utilities,2020-08-21,87,1.1
USA,,Manufacturing,2020-08-21,96,1.1
USA,,Finance,2020-08-21,103,1.1
USA,,Transportation (non-freight),2020-08-21,55.000000000000007,1.1
USA,,Healthcare Services & Hospitals,2020-08-21,84,1.1
USA,,Media & Internet,2020-08-21,66,1.1
USA,,Business Services,2020-08-21,95,1.1
USA,,Freight & Logistics Services,2020-08-21,97,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-08-21,98,1.1
USA,,Holding Companies & Conglomerates,2020-08-21,110.00000000000001,1.1
USA,,Consumer Services,2020-08-21,87,1.1
USA,,Construction,2020-08-21,95,1.1
USA,,Education,2020-08-21,80,1.1
,Europe,Transportation (non-freight),2020-07-14,63,1.1
,Europe,Business Services,2020-07-14,140,1.1
,Europe,Software,2020-07-14,90,1.1
,Europe,Retail,2020-07-14,101,1.1
,Europe,Organizations,2020-07-14,99,1.1
,Europe,Freight & Logistics Services,2020-07-14,188,1.1
,Europe,Manufacturing,2020-07-14,93,1.1
,Australia,Business Services,2020-07-14,134,1.1
,Australia,Construction,2020-07-14,98,1.1
,Australia,Minerals & Mining,2020-07-14,69,1.1
,Australia,Manufacturing,2020-07-14,74,1.1
,Australia,Telecommunications,2020-07-14,107,1.1
,Australia,Software,2020-07-14,107,1.1
,North America,Energy & Utilities,2020-07-14,91,1.1
,North America,Construction,2020-07-14,106,1.1
,North America,Real Estate,2020-07-14,100,1.1
,North America,Business Services,2020-07-14,95,1.1
,North America,Insurance,2020-07-14,67,1.1
,North America,Manufacturing,2020-07-14,100,1.1
,North America,Hospitality,2020-07-14,90,1.1
,North America,Holding Companies & Conglomerates,2020-07-14,95,1.1
,North America,Finance,2020-07-14,98,1.1
,North America,Media & Internet,2020-07-14,85,1.1
,North America,Consumer Services,2020-07-14,89,1.1
,North America,Telecommunications,2020-07-14,99,1.1
,North America,Transportation (non-freight),2020-07-14,56.999999999999993,1.1
,North America,Retail,2020-07-14,96,1.1
,North America,Freight & Logistics Services,2020-07-14,101,1.1
,North America,Government,2020-07-14,102,1.1
,North America,Healthcare Services & Hospitals,2020-07-14,83,1.1
,North America,Education,2020-07-14,66,1.1
,North America,Agriculture,2020-07-14,107,1.1
,North America,Minerals & Mining,2020-07-14,92,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-07-14,104,1.1
CAN,,Real Estate,2020-07-14,112.00000000000001,1.1
CAN,,Manufacturing,2020-07-14,107,1.1
CAN,,Retail,2020-07-14,100,1.1
CAN,,Finance,2020-07-14,88,1.1
CAN,,Consumer Services,2020-07-14,69,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-07-14,109.00000000000001,1.1
CAN,,Agriculture,2020-07-14,112.00000000000001,1.1
CAN,,Business Services,2020-07-14,108,1.1
CAN,,Government,2020-07-14,112.99999999999999,1.1
CAN,,Education,2020-07-14,85,1.1
CAN,,Construction,2020-07-14,145,1.1
CAN,,Hospitality,2020-07-14,123,1.1
CAN,,Minerals & Mining,2020-07-14,97,1.1
CAN,,Telecommunications,2020-07-14,85,1.1
CAN,,Transportation (non-freight),2020-07-14,88,1.1
CAN,,Energy & Utilities,2020-07-14,94,1.1
CAN,,Organizations,2020-07-14,121,1.1
USA,,Telecommunications,2020-07-14,103,1.1
USA,,Minerals & Mining,2020-07-14,92,1.1
USA,,Freight & Logistics Services,2020-07-14,100,1.1
USA,,Manufacturing,2020-07-14,97,1.1
USA,,Finance,2020-07-14,101,1.1
USA,,Business Services,2020-07-14,94,1.1
USA,,Agriculture,2020-07-14,106,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-07-14,102,1.1
USA,,Healthcare Services & Hospitals,2020-07-14,83,1.1
USA,,Holding Companies & Conglomerates,2020-07-14,97,1.1
USA,,Government,2020-07-14,98,1.1
USA,,Insurance,2020-07-14,62,1.1
USA,,Retail,2020-07-14,95,1.1
USA,,Transportation (non-freight),2020-07-14,53,1.1
USA,,Construction,2020-07-14,102,1.1
USA,,Hospitality,2020-07-14,88,1.1
USA,,Consumer Services,2020-07-14,90,1.1
USA,,Education,2020-07-14,61,1.1
USA,,Energy & Utilities,2020-07-14,91,1.1
USA,,Real Estate,2020-07-14,97,1.1
USA,,Media & Internet,2020-07-14,66,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-03-23,103,1.1
CAN,,Telecommunications,2020-03-23,92,1.1
CAN,,Agriculture,2020-03-23,95,1.1
CAN,,Retail,2020-03-23,90,1.1
CAN,,Transportation (non-freight),2020-03-23,94,1.1
CAN,,Manufacturing,2020-03-23,92,1.1
CAN,,Real Estate,2020-03-23,101,1.1
CAN,,Minerals & Mining,2020-03-23,97,1.1
CAN,,Organizations,2020-03-23,70,1.1
CAN,,Government,2020-03-23,70,1.1
CAN,,Finance,2020-03-23,80,1.1
CAN,,Business Services,2020-03-23,97,1.1
CAN,,Hospitality,2020-03-23,89,1.1
CAN,,Construction,2020-03-23,92,1.1
CAN,,Education,2020-03-23,44,1.1
CAN,,Energy & Utilities,2020-03-23,84,1.1
CAN,,Consumer Services,2020-03-23,66,1.1
USA,,Agriculture,2020-03-23,92,1.1
USA,,Freight & Logistics Services,2020-03-23,93,1.1
USA,,Finance,2020-03-23,109.00000000000001,1.1
USA,,Holding Companies & Conglomerates,2020-03-23,75,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-03-23,97,1.1
USA,,Healthcare Services & Hospitals,2020-03-23,81,1.1
USA,,Real Estate,2020-03-23,91,1.1
USA,,Minerals & Mining,2020-03-23,87,1.1
USA,,Transportation (non-freight),2020-03-23,53,1.1
USA,,Education,2020-03-23,40,1.1
USA,,Media & Internet,2020-03-23,63,1.1
USA,,Insurance,2020-03-23,46,1.1
USA,,Telecommunications,2020-03-23,92,1.1
USA,,Consumer Services,2020-03-23,81,1.1
USA,,Hospitality,2020-03-23,76,1.1
USA,,Business Services,2020-03-23,93,1.1
USA,,Energy & Utilities,2020-03-23,93,1.1
USA,,Government,2020-03-23,83,1.1
USA,,Manufacturing,2020-03-23,92,1.1
USA,,Construction,2020-03-23,82,1.1
USA,,Retail,2020-03-23,85,1.1
,Europe,Organizations,2020-03-23,46,1.1
,Europe,Business Services,2020-03-23,56.999999999999993,1.1
,Europe,Manufacturing,2020-03-23,66,1.1
,Europe,Software,2020-03-23,82,1.1
,Australia,Software,2020-03-23,90,1.1
,Australia,Construction,2020-03-23,105,1.1
,Australia,Minerals & Mining,2020-03-23,97,1.1
,Australia,Real Estate,2020-03-23,112.99999999999999,1.1
,Australia,Manufacturing,2020-03-23,98,1.1
,Australia,Business Services,2020-03-23,113.99999999999999,1.1
,North America,Telecommunications,2020-03-23,92,1.1
,North America,Business Services,2020-03-23,94,1.1
,North America,Freight & Logistics Services,2020-03-23,98,1.1
,North America,Media & Internet,2020-03-23,79,1.1
,North America,Hospitality,2020-03-23,74,1.1
,North America,Real Estate,2020-03-23,93,1.1
,North America,Healthcare Services & Hospitals,2020-03-23,81,1.1
,North America,Construction,2020-03-23,84,1.1
,North America,Energy & Utilities,2020-03-23,92,1.1
,North America,Minerals & Mining,2020-03-23,90,1.1
,North America,Agriculture,2020-03-23,93,1.1
,North America,Transportation (non-freight),2020-03-23,57.999999999999993,1.1
,North America,Consumer Services,2020-03-23,80,1.1
,North America,Retail,2020-03-23,85,1.1
,North America,Finance,2020-03-23,103,1.1
,North America,Education,2020-03-23,41,1.1
,North America,Government,2020-03-23,80,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-03-23,98,1.1
,North America,Insurance,2020-03-23,50,1.1
,North America,Manufacturing,2020-03-23,96,1.1
CAN,,Consumer Services,2020-02-03,108,1.1
CAN,,Energy & Utilities,2020-02-03,110.00000000000001,1.1
CAN,,Agriculture,2020-02-03,104,1.1
CAN,,Finance,2020-02-03,120,1.1
CAN,,Retail,2020-02-03,111.00000000000001,1.1
CAN,,Hospitality,2020-02-03,104,1.1
CAN,,Organizations,2020-02-03,112.00000000000001,1.1
CAN,,Education,2020-02-03,112.00000000000001,1.1
CAN,,Telecommunications,2020-02-03,110.00000000000001,1.1
CAN,,Minerals & Mining,2020-02-03,108,1.1
CAN,,Manufacturing,2020-02-03,111.00000000000001,1.1
CAN,,Real Estate,2020-02-03,115.99999999999999,1.1
CAN,,Business Services,2020-02-03,96,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-02-03,111.00000000000001,1.1
CAN,,Transportation (non-freight),2020-02-03,108,1.1
CAN,,Construction,2020-02-03,107,1.1
CAN,,Government,2020-02-03,112.99999999999999,1.1
USA,,Healthcare Services & Hospitals,2020-02-03,101,1.1
USA,,Real Estate,2020-02-03,101,1.1
USA,,Insurance,2020-02-03,92,1.1
USA,,Energy & Utilities,2020-02-03,100,1.1
USA,,Minerals & Mining,2020-02-03,99,1.1
USA,,Transportation (non-freight),2020-02-03,109.00000000000001,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-02-03,99,1.1
USA,,Construction,2020-02-03,104,1.1
USA,,Holding Companies & Conglomerates,2020-02-03,99,1.1
USA,,Manufacturing,2020-02-03,99,1.1
USA,,Consumer Services,2020-02-03,98,1.1
USA,,Media & Internet,2020-02-03,100,1.1
USA,,Telecommunications,2020-02-03,100,1.1
USA,,Business Services,2020-02-03,97,1.1
USA,,Retail,2020-02-03,98,1.1
USA,,Hospitality,2020-02-03,103,1.1
USA,,Agriculture,2020-02-03,96,1.1
USA,,Freight & Logistics Services,2020-02-03,99,1.1
USA,,Finance,2020-02-03,103,1.1
USA,,Government,2020-02-03,105,1.1
USA,,Education,2020-02-03,105,1.1
,Europe,Software,2020-02-03,96,1.1
,Europe,Freight & Logistics Services,2020-02-03,101,1.1
,Europe,Retail,2020-02-03,104,1.1
,Europe,Manufacturing,2020-02-03,102,1.1
,Europe,Organizations,2020-02-03,94,1.1
,Australia,Manufacturing,2020-02-03,102,1.1
,Australia,Minerals & Mining,2020-02-03,110.00000000000001,1.1
,Australia,Software,2020-02-03,109.00000000000001,1.1
,Australia,Business Services,2020-02-03,101,1.1
,Australia,Construction,2020-02-03,114.99999999999999,1.1
,North America,Energy & Utilities,2020-02-03,102,1.1
,North America,Real Estate,2020-02-03,103,1.1
,North America,Insurance,2020-02-03,93,1.1
,North America,Business Services,2020-02-03,96,1.1
,North America,Media & Internet,2020-02-03,94,1.1
,North America,Government,2020-02-03,107,1.1
,North America,Telecommunications,2020-02-03,102,1.1
,North America,Education,2020-02-03,106,1.1
,North America,"Waste Treatment, Environmental Services & Recycling",2020-02-03,103,1.1
,North America,Holding Companies & Conglomerates,2020-02-03,99,1.1
,North America,Transportation (non-freight),2020-02-03,108,1.1
,North America,Retail,2020-02-03,99,1.1
,North America,Construction,2020-02-03,104,1.1
,North America,Manufacturing,2020-02-03,95,1.1
,North America,Freight & Logistics Services,2020-02-03,101,1.1
,North America,Finance,2020-02-03,107,1.1
,North America,Consumer Services,2020-02-03,98,1.1
,North America,Minerals & Mining,2020-02-03,100,1.1
,North America,Hospitality,2020-02-03,102,1.1
,North America,Agriculture,2020-02-03,97,1.1
,North America,Healthcare Services & Hospitals,2020-02-03,101,1.1
CAN,,Finance,2020-05-12,73,1.1
CAN,,Transportation (non-freight),2020-05-12,80,1.1
CAN,,Retail,2020-05-12,86,1.1
CAN,,Energy & Utilities,2020-05-12,93,1.1
CAN,,Education,2020-05-12,52,1.1
CAN,,Government,2020-05-12,93,1.1
CAN,,Real Estate,2020-05-12,103,1.1
CAN,,Organizations,2020-05-12,100,1.1
CAN,,Minerals & Mining,2020-05-12,82,1.1
CAN,,Business Services,2020-05-12,92,1.1
CAN,,Manufacturing,2020-05-12,92,1.1
CAN,,Construction,2020-05-12,108,1.1
CAN,,Hospitality,2020-05-12,92,1.1
CAN,,"Waste Treatment, Environmental Services & Recycling",2020-05-12,101,1.1
CAN,,Consumer Services,2020-05-12,59,1.1
CAN,,Telecommunications,2020-05-12,74,1.1
CAN,,Agriculture,2020-05-12,108,1.1
USA,,Freight & Logistics Services,2020-05-12,89,1.1
USA,,Insurance,2020-05-12,48,1.1
USA,,Holding Companies & Conglomerates,2020-05-12,66,1.1
USA,,"Waste Treatment, Environmental Services & Recycling",2020-05-12,96,1.1
USA,,Government,2020-05-12,89,1.1
USA,,Agriculture,2020-05-12,98,1.1
USA,,Manufacturing,2020-05-12,92,1.1
USA,,Finance,2020-05-12,100,1.1
USA,,Healthcare Services & Hospitals,2020-05-12,75,1.1
USA,,Education,2020-05-12,43,1.1
USA,,Retail,2020-05-12,89,1.1
USA,,Consumer Services,2020-05-12,83,1.1
USA,,Transportation (non-freight),2020-05-12,45,1.1
USA,,Construction,2020-05-12,93,1.1
USA,,Real Estate,2020-05-12,92,1.1
USA,,Business Services,2020-05-12,86,1.1
USA,,Minerals & Mining,2020-05-12,85,1.1
USA,,Energy & Utilities,2020-05-12,90,1.1
USA,,Media & Internet,2020-05-12,64,1.1
USA,,Hospitality,2020-05-12,74,1.1
USA,,Telecommunications,2020-05-12,97,1.1
,Europe,Retail,2020-05-12,102,1.1
,Europe,Transportation (non-freight),2020-05-12,55.000000000000007,1.1
,Europe,Manufacturing,2020-05-12,68,1.1
,Europe,Freight & Logistics Services,2020-05-12,147,1.1
,Europe,Organizations,2020-05-12,56.000000000000007,1.1
,Europe,Business Services,2020-05-12,77,1.1
,Australia,Manufacturing,2020-05-12,76,1.1
,Australia,Minerals & Mining,2020-05-12,84,1.1
,Australia,Software,2020-05-12,113.99999999999999,1.1
,Australia,Business Services,2020-05-12,111.00000000000001,1.1
,Australia,Construction,2020-05-12,96,1.1
,Australia,Real Estate,2020-05-12,105,1.1
,North America,Retail,2020-05-12,88,1.1
,North America,Government,2020-05-12,90,1.1
,North America,Finance,2020-05-12,94,1.1
,North America,Insurance,2020-05-12,51,1.1
,North America,Consumer Services,2020-05-12,82,1.1
,North America,Hospitality,2020-05-12,70,1.1
,North America,Minerals & Mining,2020-05-12,84,1.1
,North America,Freight & Logistics Services,2020-05-12,93,1.1
,North America,Media & Internet,2020-05-12,81,1.1
,North America,Education,2020-05-12,45,1.1
,North America,Manufacturing,2020-05-12,91,1.1
,North America,Transportation (non-freight),2020-05-12,50,1.1
